ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
654,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (new),2346,unknown/no savings account,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,35,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
529,male,married/widowed,no checking account,6,no credits taken/all credits paid back duly,others,662,unknown/no savings account,... < 1 year,20 <= ... < 25,none,>= 7 yrs,unknown/no property,41,none,rent,1,unskilled - resident,3 or more,True,False,0,1
682,female,single,... >= 200 DM,15,existing credits paid back duly till now,furniture/equipment,1478,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,33,bank,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
395,male,married/widowed,... < 0 DM,39,existing credits paid back duly till now,repairs,11760,... < 100 DM,4 <= ... < 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,True,False,0,1
451,female/male,female (non-single) or male (single),... >= 200 DM,6,no credits taken/all credits paid back duly,furniture/equipment,518,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,< 1 yr,unknown/no property,29,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
196,female/male,female (non-single) or male (single),... >= 200 DM,6,all credits at this bank paid back duly,furniture/equipment,1382,unknown/no savings account,1 <= ... < 4 years,>= 35,none,< 1 yr,building society savings agreement/life insurance,28,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
840,male,married/widowed,no checking account,36,no credits taken/all credits paid back duly,car (used),5179,unknown/no savings account,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,car or other,29,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
287,male,married/widowed,... < 0 DM,48,existing credits paid back duly till now,business,7582,... < 100 DM,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,31,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
99,male,married/widowed,... < 0 DM,20,existing credits paid back duly till now,car (new),7057,.. >= 1000 DM,4 <= ... < 7 years,20 <= ... < 25,none,>= 7 yrs,car or other,36,bank,for free,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
399,female/male,female (non-single) or male (single),... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,1516,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,< 1 yr,unknown/no property,43,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
40,male,married/widowed,... >= 200 DM,30,no credits taken/all credits paid back duly,furniture/equipment,2333,100 <= ... < 500 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,30,bank,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,1
322,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,car (new),2910,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,< 1 yr,real estate,34,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
403,male,married/widowed,... >= 200 DM,14,existing credits paid back duly till now,others,802,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,27,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
603,female/male,female (non-single) or male (single),... >= 200 DM,36,no credits taken/all credits paid back duly,car (used),3349,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,28,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
307,female,single,no checking account,12,no credits taken/all credits paid back duly,furniture/equipment,727,... < 100 DM,... < 1 year,< 20,none,4 <= ... < 7 yrs,real estate,33,none,rent,1,unskilled - resident,0 to 2,True,False,1,1
79,female,single,... < 0 DM,30,no credits taken/all credits paid back duly,car (used),3832,unknown/no savings account,... < 1 year,25 <= ... < 35,none,< 1 yr,car or other,22,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
570,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,car (used),3234,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,unknown/no property,23,none,for free,1,unskilled - resident,0 to 2,True,False,1,0
627,male,married/widowed,... < 0 DM,9,critical account/other credits existing (not at this bank),others,1437,... < 100 DM,4 <= ... < 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,real estate,29,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
686,male,married/widowed,0 <= ... < 200 DM,10,all credits at this bank paid back duly,furniture/equipment,1347,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
82,female/male,female (non-single) or male (single),... >= 200 DM,18,no credits taken/all credits paid back duly,retraining,1568,... < 100 DM,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,car or other,24,none,for free,1,unskilled - resident,0 to 2,False,False,0,0
775,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,others,1371,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,25,none,for free,1,skilled employee/official,0 to 2,False,False,1,1
756,male,married/widowed,0 <= ... < 200 DM,6,all credits at this bank paid back duly,others,1299,unknown/no savings account,1 <= ... < 4 years,>= 35,none,< 1 yr,unknown/no property,74,none,rent,4-5,unemployed/unskilled - non-resident,3 or more,False,True,0,1
738,male,married/widowed,... >= 200 DM,6,all credits at this bank paid back duly,others,6761,unknown/no savings account,4 <= ... < 7 years,>= 35,none,4 <= ... < 7 yrs,real estate,45,none,rent,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
812,male,married/widowed,no checking account,36,all credits at this bank paid back duly,car (new),9629,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,24,none,rent,2-3,skilled employee/official,0 to 2,True,False,1,0
831,female/male,female (non-single) or male (single),no checking account,18,no credits taken/all credits paid back duly,others,1216,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,23,none,for free,1,skilled employee/official,0 to 2,True,False,1,0
863,male,married/widowed,... >= 200 DM,27,all credits at this bank paid back duly,car (used),4526,500 <= ... < 1000 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,unknown/no property,32,stores,rent,2-3,unskilled - resident,3 or more,True,False,0,1
500,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,others,3123,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,car or other,27,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
217,male,married/widowed,0 <= ... < 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,3913,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,23,none,rent,1,skilled employee/official,0 to 2,True,False,0,0
747,female/male,female (non-single) or male (single),no checking account,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,... < 1 year,20 <= ... < 25,none,< 1 yr,unknown/no property,37,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
982,female/male,female (non-single) or male (single),0 <= ... < 200 DM,21,no credits taken/all credits paid back duly,others,2923,... < 100 DM,1 <= ... < 4 years,>= 35,none,< 1 yr,building society savings agreement/life insurance,28,bank,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
562,female/male,female (non-single) or male (single),0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,683,unknown/no savings account,... < 1 year,25 <= ... < 35,none,< 1 yr,car or other,29,bank,rent,1,skilled employee/official,0 to 2,False,False,0,1
584,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,others,2133,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,52,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
182,male,married/widowed,no checking account,21,critical account/other credits existing (not at this bank),others,1647,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,car or other,40,none,rent,2-3,unskilled - resident,3 or more,False,False,1,1
770,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,car (new),2812,.. >= 1000 DM,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,unknown/no property,26,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
337,female/male,female (non-single) or male (single),no checking account,15,no credits taken/all credits paid back duly,radio/television,1275,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,24,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
967,female/male,female (non-single) or male (single),... >= 200 DM,15,no credits taken/all credits paid back duly,furniture/equipment,3568,unknown/no savings account,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,54,bank,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
262,male,married/widowed,no checking account,18,all credits at this bank paid back duly,others,5302,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,36,none,own,4-5,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
83,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,business,1755,unknown/no savings account,.. >= 7 years,< 20,guarantor,>= 7 yrs,unknown/no property,58,none,rent,1,unskilled - resident,0 to 2,True,False,0,1
615,male,married/widowed,... < 0 DM,48,delay in paying off in the past,retraining,12204,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,48,bank,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
208,female,single,no checking account,24,no credits taken/all credits paid back duly,retraining,6568,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,21,stores,rent,1,unskilled - resident,0 to 2,False,False,0,0
950,female,single,... < 0 DM,18,all credits at this bank paid back duly,retraining,3590,unknown/no savings account,unemployed,20 <= ... < 25,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,40,none,rent,4-5,unemployed/unskilled - non-resident,3 or more,True,False,0,1
737,male,married/widowed,no checking account,18,no credits taken/all credits paid back duly,others,4380,... < 100 DM,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,building society savings agreement/life insurance,35,none,rent,1,unskilled - resident,3 or more,True,False,0,1
664,female/male,female (non-single) or male (single),0 <= ... < 200 DM,6,all credits at this bank paid back duly,repairs,1047,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,car or other,50,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
74,male,married/widowed,no checking account,36,no credits taken/all credits paid back duly,repairs,1977,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,40,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
210,male,married/widowed,... >= 200 DM,9,all credits at this bank paid back duly,furniture/equipment,3074,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,unknown/no property,33,none,rent,2-3,skilled employee/official,3 or more,False,False,0,1
557,female/male,female (non-single) or male (single),... >= 200 DM,21,delay in paying off in the past,others,5003,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,>= 7 yrs,car or other,29,bank,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
268,male,divorced/separated,no checking account,14,no credits taken/all credits paid back duly,others,8978,unknown/no savings account,.. >= 7 years,>= 35,none,>= 7 yrs,car or other,45,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,True,1,1
121,female/male,female (non-single) or male (single),... >= 200 DM,24,all credits at this bank paid back duly,car (new),3868,unknown/no savings account,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,41,none,for free,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
786,male,married/widowed,... >= 200 DM,22,no credits taken/all credits paid back duly,furniture/equipment,2675,100 <= ... < 500 DM,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,building society savings agreement/life insurance,40,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
937,female,single,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,2063,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,30,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
147,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,others,682,... < 100 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,51,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
809,female/male,female (non-single) or male (single),... < 0 DM,15,delay in paying off in the past,others,1778,unknown/no savings account,... < 1 year,25 <= ... < 35,none,< 1 yr,unknown/no property,26,none,for free,2-3,unemployed/unskilled - non-resident,0 to 2,False,False,1,1
